Date,Close,High,Low,Open,Volume,Daily Return,MA20,MA50
2022-02-08,171.2957305908203,171.80522273077705,167.96445422996524,168.2583925780297,74829200,0.0184667942906169,165.7217887878418,
2022-02-09,172.71641540527344,173.07893089654075,171.36430797248656,172.49106914991745,71285000,0.0082937549555555,165.79149017333984,
2022-02-10,168.64048767089844,171.9325638827204,168.08201833200982,170.61965636290995,90865900,-0.0235989597445672,165.63537673950196,
2022-02-11,165.23085021972656,169.58109560057568,164.64297356543503,168.84625725787345,98670700,-0.0202183799291767,165.47219696044922,
2022-02-14,165.46600341796875,166.1518495458794,163.19289630795137,163.98651932384257,86185500,0.0014231797387078,165.27771911621093,
2022-02-15,169.2969512939453,169.45372039657573,166.80830532856646,167.51375134007887,62527400,0.0231524772269959,165.4347801208496,
2022-02-16,169.06182861328125,169.83585183660028,166.6123672162483,168.3759824121772,61177400,-0.0013888181616208,165.75475387573243,
2022-02-17,165.46600341796875,168.43474911832254,165.06428820364812,167.57253401447812,69589300,-0.0212692907961958,165.9790916442871,
2022-02-18,163.91798400878906,167.09247688230448,162.8304223890737,166.38704564955626,82772700,-0.0093555133816182,166.22877502441406,
2022-02-22,160.99822998046875,163.32031494834902,158.87208401329053,161.6448765238355,91162800,-0.0178122861013454,166.37112350463866,
2022-02-23,156.8341064453125,162.79118283457873,156.5205682404435,162.19351371308113,90009200,-0.0258644056873259,166.39529190063476,
2022-02-24,159.45013427734375,159.55791116992768,148.9272434071185,149.4955202088952,141147500,0.0166802227610067,166.55466384887694,
2022-02-25,161.5175018310547,161.78203291625664,157.617948249187,160.5279097890242,91974200,0.0129656055987699,166.84039764404298,
2022-02-28,161.7820281982422,162.07596656799925,159.1464052349538,159.76367431641097,95056600,0.0016377566776892,166.5957824707031,
2022-03-01,159.90081787109375,163.23209394256236,158.69568719407653,161.37049453342058,83474400,-0.011628055032437,166.0393829345703,
2022-03-02,163.19290161132812,163.97673219026618,159.65587901852524,161.0667710705488,79724800,0.0205882858140746,165.6559051513672,
2022-03-03,162.8695831298828,165.49541352335572,162.203336805619,165.06430592514928,76678400,-0.0019812043186495,165.1960792541504,
2022-03-04,159.8714141845703,162.20330577402447,158.82305268070243,161.16473673176029,83737200,-0.0184084031388571,164.7301918029785,
2022-03-07,156.07969665527344,161.68406601052743,155.8249430798264,160.05761991470098,96418800,-0.0237172952315249,164.08892364501952,
2022-03-08,154.25726318359375,159.58729287941838,152.65041731502816,155.60937048225745,131148300,-0.0116763007023573,163.3922966003418,
2022-03-09,159.65586853027344,160.1065759424101,156.187438255504,158.21558423430952,91454900,0.0349974142887157,162.81030349731446,
2022-03-10,155.31541442871094,157.14760632107578,152.82675388635474,156.9614449084205,105342000,-0.0271863110421116,161.94025344848632,
2022-03-11,151.60203552246094,156.0600575177212,151.37668929729986,155.7171269987306,96970100,-0.0239086308329971,161.08833084106445,
2022-03-14,147.5751190185547,151.0043643598726,147.0656419035059,148.38834185067742,108732100,-0.0265624171207756,160.20554428100587,
2022-03-15,151.95477294921875,152.42508026860065,147.33999637401098,147.84947354452075,92964300,0.0296774548432747,159.52998275756835,164.14959442138672
2022-03-16,156.3638153076172,156.76553056777536,151.3375306500096,153.8751690879972,102300200,0.0290154910755706,158.88332595825196,163.71479766845704
2022-03-17,157.37298583984375,157.7453087439647,154.44343967423552,155.40362432397723,75615400,0.0064539902038154,158.29888381958008,163.34539276123047
2022-03-18,160.6650848388672,161.15497717032517,156.53039236533564,157.2652308625226,123511700,0.020919085835823,158.058837890625,163.13537719726563
2022-03-21,162.0367889404297,162.98718123956166,159.71468917177347,160.20458149296203,95811400,0.0085376614523198,157.96477813720702,163.00994262695312
2022-03-22,165.40724182128906,165.99510360566663,161.57628048257416,162.1641422669517,81532000,0.0208005410555158,158.18522872924805,162.94859100341796
2022-03-23,166.76913452148438,169.15000379737148,164.2608735199057,164.5940116285297,98062700,0.0082335736041516,158.68198013305664,162.91408477783204
2022-03-24,170.5511016845703,170.61967882805246,166.76913277034842,167.60194065734933,90131400,0.0226778604682313,159.23702850341797,162.89865905761718
2022-03-25,171.1879425048828,171.73661941189775,169.2577659174967,170.3649271443604,80546200,0.0037340176288647,159.72055053710938,162.8871627807617
2022-03-28,172.05015563964844,172.17751745210523,168.52292563460833,168.68948719730128,90371900,0.0050366464024826,160.23395690917968,162.95827697753907
2022-03-29,175.34225463867188,175.39123190730578,172.77520887835874,173.11813946075333,100589400,0.019134530781353,161.0060287475586,163.0780108642578
2022-03-30,174.17633056640625,175.97913082903224,173.12795375967593,174.94056143752658,92633200,-0.0066494187306319,161.5552001953125,163.2384228515625
2022-03-31,171.0801544189453,174.4310152677539,170.87439311711938,174.24485383998842,103049300,-0.0177761015942432,161.96572875976562,163.4067788696289
2022-04-01,170.78623962402344,171.34472398421482,168.46415506398156,170.5119011506989,78751300,-0.0017179946786938,162.51147003173827,163.6029187011719
2022-04-04,174.832763671875,174.88175589117134,170.91362533338986,171.04100211349504,76468400,0.0236935016354933,163.44912338256836,163.92108764648438
2022-04-05,171.52105712890625,174.695564012496,170.89399570193683,173.9117334912033,73401800,-0.018942139181556,164.31231307983398,164.18848358154298
2022-04-06,168.35635375976562,170.1199686542609,166.69072328453476,168.87563829115544,89058800,-0.018450815439892,164.7473373413086,164.42859588623048
2022-04-07,168.6600799560547,169.85541807711806,166.41638033883945,167.69989546465595,77594700,0.0018040673221186,165.4145706176758,164.67654357910158
2022-04-08,166.65155029296875,168.30738857225097,165.77954264267717,168.30738857225097,76575500,-0.0119087436909153,166.16704635620118,164.89351806640624
2022-04-11,162.39926147460938,165.61295305467232,162.1543153788709,165.29942982629515,72246700,-0.0255160471707822,166.90825347900392,164.80801666259765
2022-04-12,164.2706756591797,166.4359910689201,163.27129126604743,164.62339868320723,79265200,0.0115235387622922,167.52404861450196,164.67285400390625
2022-04-13,166.95526123046875,167.5823226689275,163.39865390857594,164.00611547230426,70618900,0.0163424516306178,168.05362091064453,164.5947100830078
2022-04-14,161.94859313964844,167.8077159270697,161.70364698483297,167.17084695435335,75329400,-0.0299880821599805,168.28240127563475,164.3923599243164
2022-04-18,161.7330322265625,163.23210129361956,160.2633554980497,160.60627109784113,69023900,-0.0013310452959603,168.33579864501954,164.2432373046875
2022-04-19,164.0159149169922,164.4274375522312,160.59647667199232,161.6840380358106,67723800,0.0141151294760351,168.43475494384765,164.14545440673828
2022-04-20,163.84939575195312,165.466049522113,162.7422491763838,165.3484651886196,67929800,-0.0010152622391755,168.35686264038085,164.05864624023437
2022-04-21,163.05572509765625,168.062424195949,162.5560404141873,165.4953937411617,87227800,-0.0048439034556977,168.17119216918945,163.8938461303711
2022-04-22,158.51931762695312,164.47640880332085,158.23518671810965,163.09492410815207,84882400,-0.0278212093932072,167.5696029663086,163.60990417480468
2022-04-25,159.58731079101562,159.87144172970685,155.2566649146805,157.862880430984,96046400,0.0067373060902005,166.98957138061525,163.42884063720703
2022-04-26,153.63021850585938,159.0582182667308,153.55183394880203,158.9700412464134,95623200,-0.0373281074518339,166.06857452392578,163.1968280029297
2022-04-27,153.40487670898438,156.55976925790796,152.23893068313222,152.75821530720194,88063200,-0.0014667804229309,164.9717056274414,162.95560546875
2022-04-28,160.3319091796875,161.19412418503478,155.71711834920524,156.0306565149034,130216800,0.0451552298682393,164.27948455810548,162.77630462646485
2022-04-29,154.46299743652344,162.84015665375182,154.07108967503086,158.56829627206238,131747600,-0.0366047642867312,163.44862670898436,162.4843280029297
2022-05-02,154.76678466796875,155.0313157503038,150.17159242252777,153.5420538968097,123055300,0.0019667314275066,162.64765396118165,162.2703436279297
2022-05-03,156.2560577392578,157.46120366883235,153.1599494897431,154.9529423111533,88966500,0.0096226918100295,161.71881866455078,162.11710510253906
2022-05-04,162.6638641357422,163.11455673679546,156.0405098303941,156.44222515548867,108256500,0.0410083710621766,161.27595901489258,162.15041778564452
2022-05-05,153.600830078125,160.76305283929582,151.8176149978829,160.53770657596968,130525300,-0.0557163332235494,160.53818283081054,162.08575225830077
2022-05-06,154.32693481445312,156.44638259515347,151.28513392702433,153.0807759379822,116124600,0.0047272188305154,159.82152557373047,161.98328826904296
2022-05-09,149.20494079589844,152.90416000742098,148.6456508199546,152.0210492953049,131577900,-0.0331892422065717,158.94919509887694,161.73703704833986
2022-05-10,151.60891723632812,153.7970575708187,150.05858149525076,152.599963074193,115366700,0.0161119090802639,158.4096778869629,161.53357482910155
2022-05-11,143.74932861328125,152.53128118939546,143.07228159830737,150.61789721596364,142689800,-0.0518412027888527,157.38361053466798,161.2105450439453
2022-05-12,139.88330078125,143.45495579096956,136.19390367446763,140.08936442340104,182602000,-0.026894232267559,156.03001251220704,160.74435302734375
2022-05-13,144.34788513183594,145.3193024291932,140.422988536555,141.8751960845671,113990900,0.0319164927167945,155.1499771118164,160.37391906738281
2022-05-16,142.80734252929688,144.7501769403197,141.4728772141811,142.8171643521235,86643800,-0.0106724293267757,154.2036926269531,160.03263763427734
2022-05-17,146.43789672851562,146.95794432736452,143.92595034164182,146.06502676243824,78336300,0.0254227418206731,153.3247917175293,159.8398016357422
2022-05-18,138.17599487304688,144.5931943601473,137.27325546059197,144.09277542323014,109742900,-0.0564191513265562,152.04112167358397,159.51817626953124
2022-05-19,134.77113342285156,139.00020681352638,134.03521536260072,137.2536291483144,136095600,-0.0246414831557654,150.62689208984375,159.0204815673828
2022-05-20,135.006591796875,138.0581987019196,130.12010100370028,136.47842763585558,137426100,0.0017470979730107,149.45125579833984,158.6143051147461
2022-05-23,140.42298889160156,140.5701665253798,135.06549843768855,135.20286921997902,117726300,0.0401195010009276,148.49303970336913,158.3907241821289
2022-05-24,137.72459411621094,139.30436527340177,134.75148674775386,138.1661418989175,104132700,-0.01921618957615,147.69775848388673,158.19371368408204
2022-05-25,137.881591796875,139.12773541661255,135.7425158289754,135.83082238994157,92482700,0.0011399393236299,146.92159423828124,157.91225006103517
2022-05-26,141.08041381835938,141.62989697300142,134.56508575048807,134.8103917996885,90601500,0.0231997758351734,145.95901947021486,157.60658203125
2022-05-27,146.8303680419922,146.869610416665,142.5326018592053,142.6601657784012,90978500,0.0407565732762582,145.57738800048827,157.39572967529296
2022-05-31,146.04539489746094,147.8312299883083,144.08294665114528,146.27108722583742,103718400,-0.0053461225698675,145.14131851196288,157.10333587646485
2022-06-01,145.9178466796875,148.8909545900905,144.90717205322113,147.08549081541827,74286600,-0.0008733463856425,144.62440795898436,156.78095703125
2022-06-02,148.3709259033203,148.42979696294097,144.1025944132952,145.05438313661304,72348100,0.0168113721484508,143.90976104736328,156.44023071289064
2022-06-03,142.6503448486328,145.19171132509297,141.74762059734428,144.14179449565412,88570300,-0.0385559436247979,143.36223678588868,155.9578549194336
2022-06-06,143.3960723876953,145.78045445382116,142.17934925780943,144.2693611343495,71598400,0.0052276602615561,142.8156936645508,155.4147543334961
2022-06-07,145.9178466796875,146.20239508903217,141.39440285018887,141.63970888221743,67808200,0.0175860764524578,142.65133895874024,154.9093524169922
2022-06-08,145.18194580078125,147.05607272879104,144.6913336785422,145.79030004122362,53950200,-0.0050432547878921,142.3299903869629,154.37198822021483
2022-06-09,139.9617919921875,145.17208908244996,139.85385675234653,144.3184289860741,69473000,-0.0359559432806945,142.1406135559082,153.66437896728516
2022-06-10,134.55528259277344,138.1171163437947,134.4865897104107,137.64613290864105,91437900,-0.0386284665440397,141.87421264648438,152.8719580078125
2022-06-13,129.40383911132812,132.6614953380435,128.97209811172078,130.37524138815306,122207100,-0.0382849590308242,141.12701034545898,152.03843170166016
2022-06-14,130.2672882080078,131.37607607962988,129.0113227305463,130.63035125622758,84784300,0.0066725153025548,140.50000762939453,151.22805267333985
2022-06-15,132.88720703125,134.76134914011658,129.6786141747916,131.76861186695444,91533000,0.0201118704417855,139.82247314453124,150.38914154052733
2022-06-16,127.61800384521484,129.90425779121338,126.61715107258264,129.60008071626916,108123900,-0.0396516963803448,139.29457359313966,149.51108047485351
2022-06-17,129.08982849121094,130.58129318016776,127.37268647196602,127.627814297091,134520300,0.0115330486424254,139.01050834655763,148.72574996948242
2022-06-21,133.3188934326172,134.48655232988557,130.81678433537272,130.91489774710016,81000500,0.0327606364562966,138.92612342834474,148.01892623901367
2022-06-22,132.8087158203125,135.17345501908306,131.39575042395327,132.2592176321658,73409200,-0.0038267465260843,138.54540977478027,147.34206954956053
2022-06-23,135.67384338378906,135.98782727058793,133.08341268546732,134.2510716127321,72433800,0.0215733398653821,138.44287223815917,146.80756118774414
2022-06-24,139.00018310546875,139.24548908371264,137.14567050883647,137.273219436367,89116800,0.024517177657231,138.49880180358886,146.3021513366699
2022-06-27,139.00018310546875,140.7958246628887,138.3231362099494,140.0206493871563,70207900,0.0,138.39479026794433,145.74304977416992
2022-06-28,134.8594512939453,140.7271675936439,134.7417091855751,139.46139501178652,67083400,-0.0297893982512352,137.796244430542,145.20126693725587
2022-06-29,136.61582946777344,138.02879459026985,134.1038981265762,134.87907356263912,66242400,0.0130237677595161,137.32476615905762,144.69892288208007
2022-06-30,134.15296936035156,135.77198324759192,131.25836106107414,134.67301697127326,98964500,-0.0180276335254608,136.73652229309081,144.10166397094727
2022-07-01,136.3214569091797,136.4293921589786,133.1128648849863,133.48571986150768,71051600,0.0161642903557601,136.1340488433838,143.5511051940918
2022-07-05,138.90208435058594,138.951148551157,134.35901187342057,135.18325151505502,73353800,0.0189304567301207,135.94663581848144,143.0680323791504
2022-07-06,140.23654174804688,141.41400763305737,138.43109305954474,138.69602774966668,74064300,0.0096071805092052,135.788659286499,142.70237686157228
2022-07-07,143.60218811035156,143.79842998384115,140.58982220063788,140.59962905400906,66253700,0.0239997815145178,135.67287635803223,142.38267440795897
2022-07-08,144.27919006347656,144.7796239540416,142.2774994180926,142.5326123028861,64547800,0.0047144264445662,135.627738571167,142.19565383911132
2022-07-11,142.14991760253906,143.88668829327412,141.08038702449986,142.93489980535588,63141600,-0.0147580012058614,135.73714485168458,141.97055465698242
2022-07-12,143.12135314941406,145.66272006961017,142.32656399441228,143.02322474684678,77588800,0.0068338804781526,136.1654483795166,141.62634353637696
2022-07-13,142.75831604003906,143.70028289937923,139.45158026337106,140.30525550924634,71185600,-0.0025365684531782,136.83317222595215,141.39224990844727
2022-07-14,145.68235778808594,146.1533412106034,140.5603662797928,141.37478416032295,78140700,0.0204824617518377,137.60392570495605,141.2105613708496
2022-07-15,147.3504180908203,148.02746510063992,145.4174054581408,146.96774129904725,76259900,0.0114499815081301,138.32708625793458,141.03244857788087
2022-07-18,144.30862426757812,148.7241323716371,143.9455611978647,147.90971463576915,81420900,-0.0206432656429068,139.16161727905273,140.6653437805176
2022-07-19,148.1648406982422,148.3905180514349,144.15163767930207,145.14266864096726,82982400,0.0267220095142326,140.1153678894043,140.55662399291992
2022-07-20,150.16651916503906,150.8337592919261,147.54665279809592,148.2825708215841,64823400,0.0135098074372013,140.9577491760254,140.47341567993163
2022-07-21,152.4331817626953,152.6490522792443,149.08720372847873,151.59913522400217,65086600,0.0150943273524579,141.93897247314453,140.53798049926758
2022-07-22,151.19680786132812,153.3456908921451,150.52958270466215,152.47240210045547,66675400,-0.0081109236655044,142.7151206970215,140.52973831176757
2022-07-25,150.0782012939453,152.1289557716175,149.4207830391442,151.11829629325123,53623900,-0.0073983477773469,143.2690216064453,140.65631576538087
2022-07-26,148.7535858154297,150.21560020375307,147.96860350790257,149.40118236976926,55138700,-0.0088261684048386,143.75669174194337,140.83372146606445
2022-07-27,153.8461456298828,154.37601511646298,149.3030874727054,149.71519986654883,78620700,0.0342348709547872,144.70602645874024,141.0236866760254
2022-07-28,154.3956298828125,154.68017830567564,151.51082841353704,154.03256675700305,81378700,0.0035716478347895,145.5950164794922,141.2554524230957
2022-07-29,159.45870971679688,160.5576907977121,156.5052308137223,158.21256599444197,101786900,0.0327928960024794,146.86030349731445,141.51586868286134
2022-08-01,158.47750854492188,160.5184565925083,157.86915435741844,157.98689646537588,67829400,-0.0061533244161929,147.96810607910157,141.92189895629883
2022-08-02,157.00564575195312,159.36059231885778,156.63279081571793,157.09396729027588,59907000,-0.0092875185033056,148.87328414916993,142.36658920288085
2022-08-03,163.0107421875,163.4620968271696,157.73175246172306,157.82005902527283,82507500,0.0382476464893122,150.0119941711426,142.92667221069337
2022-08-04,162.69677734375,164.05087149041262,161.3426831970874,162.8930191834261,55474100,-0.0019260377539344,150.9667236328125,143.37214797973633
2022-08-05,162.47079467773438,162.96208826310027,160.16170882927858,160.368058732092,56697000,-0.0013889805914112,151.87630386352538,143.8670719909668
2022-08-08,161.99911499023438,164.88792318870864,161.34078349494277,163.47299550022427,60276900,-0.0029031660024534,152.86876373291017,144.34942245483398
2022-08-09,162.0482940673828,162.9326316242368,160.40737509225636,161.16397150362104,63135500,0.0003035762087428,153.8151107788086,144.76878005981445
2022-08-10,166.2930145263672,166.39126422179922,163.99374975557845,164.7601663481459,70170500,0.0261941693580516,154.991845703125,145.15803298950195
2022-08-11,165.55612182617188,168.01258981282774,165.26134266915503,167.0987759253846,57149200,-0.0044312907688522,155.98553390502929,145.54824752807616
2022-08-12,169.10321044921875,169.17198373539173,166.45021384103478,166.8629135304174,68039400,0.0214252942381145,157.07317352294922,146.0119548034668
2022-08-15,170.1742401123047,170.370754508125,168.36628368181792,168.53332166791955,54091700,0.0063335856264394,158.36645431518554,146.44802108764648
2022-08-16,170.0170135498047,170.68518045173758,168.67087426733767,169.7713668198312,56377100,-0.0009239151730381,159.45906295776368,146.99535446166993
2022-08-17,171.51058959960938,173.08272003979997,169.56507124556938,169.76158567645697,79542000,0.008784862283016,160.5262664794922,147.5576448059082
2022-08-18,171.11753845214844,171.8544787813878,170.1054749327735,170.72450960712317,62290100,-0.0022917019198552,161.46048431396486,148.06163864135743
2022-08-19,168.53330993652344,170.7146540623893,168.32696008976907,170.01701076373877,70346300,-0.0151020669126072,162.32730941772462,148.52866592407227
2022-08-22,164.65211486816406,166.90223255698254,164.22959465128477,166.73519456201245,69026800,-0.0230292460868488,163.05600509643554,149.0224723815918
2022-08-23,164.3180389404297,165.77227866474297,163.74813661491604,164.17065687050786,54147100,-0.0020289804841066,163.83422775268554,149.61772750854493
2022-08-24,164.61277770996094,165.18267989573337,163.35506771138927,164.40644286266408,53841500,0.0017937091474058,164.37255935668946,150.32190628051757
2022-08-25,167.0692901611328,167.17737534622174,165.41855096314578,165.841056236527,51218200,0.0149229755146962,165.00624237060546,151.05794631958008
2022-08-26,160.77088928222656,168.0715189036816,160.71193645776907,167.599881314933,78961000,-0.0376993334492032,165.07185134887695,151.6156199645996
2022-08-29,158.56991577148438,160.0634374134409,157.03708224821386,158.3439099366534,73314000,-0.0136901246274657,165.07647171020508,152.234658203125
2022-08-30,156.14291381835938,159.7293506019625,154.97363281420544,159.3068453614504,77906200,-0.0153055637402403,165.0333351135254,152.77571990966797
2022-08-31,154.48233032226562,157.78382326299328,154.403721562595,157.51852057324083,87991100,-0.0106350231047019,164.60691452026367,153.19898864746094
2022-09-01,155.20945739746094,155.66143904544523,151.97673759886456,153.91243529158203,74229900,0.0047068624203068,164.23254852294923,153.6470034790039
2022-09-02,153.096923828125,157.5676990129506,152.27155409978275,156.96832016408706,76957800,-0.0136108559668897,163.76385498046875,153.99546508789064
2022-09-06,151.8391876220703,154.3546082697241,151.01381803326322,153.74540904842692,73714800,-0.0082152937799501,163.25585861206054,154.25224517822267
2022-09-07,153.2443084716797,153.94193699739438,150.93522252185548,152.12415964759478,87449600,0.0092540066343527,162.8156593322754,154.53712768554686
2022-09-08,151.77040100097656,153.6373103822705,150.02138227376568,151.94725947173376,84923800,-0.009618024221601,162.08952865600585,154.8753466796875
2022-09-09,154.62973022460938,155.07190642293236,152.05535676886382,152.76282069447305,68028800,0.0188398344128668,161.54320907592773,155.23562469482422
2022-09-12,160.58419799804688,161.39974706706778,156.52612358553827,156.81106723949068,104956000,0.0385079102497836,161.11725845336915,155.76424926757812
2022-09-13,151.16119384765625,157.7445243311509,150.69937671737435,157.1156691952697,122656600,-0.0586795230655586,160.1666061401367,156.06104400634766
2022-09-14,152.6055908203125,154.3644300184662,150.9351958505273,152.0946413613245,87965400,0.0095553424519254,159.2960350036621,156.33511413574217
2022-09-15,149.71681213378906,152.53684769230986,148.74406036714225,151.95710982916356,90481100,-0.018929704154318,158.2063461303711,156.52471954345702
2022-09-16,148.0758819580078,148.7145726076231,145.78645207689314,148.57701100499813,162278800,-0.0109602265262961,157.05426330566405,156.61419342041015
2022-09-19,151.7900390625,151.8686478234834,146.50373107588743,146.71006595451675,81474200,0.0250827957624151,156.21709976196288,156.76441040039063
2022-09-20,154.1679229736328,155.32738364566532,150.41444773199837,150.72886783406594,107689800,0.0156656123538758,155.69289016723633,157.0047705078125
2022-09-21,151.04327392578125,155.9758648340084,150.92536828428254,154.600234046477,101696800,-0.0202678286609981,155.0291519165039,157.16320892333985
2022-09-22,150.08033752441406,151.78020876552435,148.28220159016286,149.7266056194288,86652500,-0.0063752352311984,154.30252990722656,157.30964935302734
2022-09-23,147.81057739257812,148.83247642204518,145.97314422465584,148.55735322020942,96029900,-0.0151236342433378,153.33959426879883,157.35221374511718
2022-09-26,148.14466857910156,151.0924300246352,147.03434030349507,147.0539962445305,93339400,0.0022602657564627,152.7082832336426,157.36809875488282
2022-09-27,149.1173858642578,152.02584974992726,147.33890593458156,150.08033184270485,84442700,0.006565995890948,152.23565673828125,157.4642739868164
2022-09-28,147.2308349609375,148.01690757279204,142.31789987820665,145.0691465231535,146691400,-0.0126514483363975,151.79005279541016,157.4455938720703
2022-09-29,139.99896240234375,144.16513581210666,138.2303031721102,143.55593679678137,128138200,-0.0491192796706781,151.06588439941407,157.2422427368164
2022-09-30,135.79354858398438,140.60823487907734,135.59703414181732,138.819918971248,124925300,-0.0300388927617435,150.09508895874023,156.9094500732422
2022-10-03,139.96954345703125,140.57875771553063,135.29243378870405,135.80338333009652,114311700,0.0307525277643374,149.43871994018554,156.68490478515625
2022-10-04,143.5559844970703,143.67389015390162,141.74801279814906,142.50460908002574,87830100,0.0256230102025021,149.02455978393556,156.55446044921874
2022-10-05,143.8507537841797,144.81369999304195,140.51978392175167,141.5613389023429,79471000,0.0020533402918871,148.55488204956055,156.45640380859376
2022-10-06,142.89764404296875,144.9709035584296,142.69130913468942,143.2710319630231,68402200,-0.006625684719323,148.11124420166016,156.23743377685548
2022-10-07,137.650634765625,140.60823177983056,137.0217795686969,140.05797036356424,85925600,-0.0367186548979491,147.26228942871094,155.90253387451173
2022-10-10,137.97483825683594,139.41924206903255,136.15706165160717,137.97483825683594,74899000,0.0023552633212549,146.1318214416504,155.4728564453125
2022-10-11,136.55992126464844,138.88866238055874,135.81316062854552,137.4638994009055,77033700,-0.0102548914719774,145.4017578125,155.03450469970704
2022-10-12,135.93109130859375,137.91592138284778,135.75423283314072,136.70734348798558,70433700,-0.0046047914368376,144.56803283691406,154.61301361083986
2022-10-13,140.5001220703125,141.08966528093347,132.0302118420066,132.63942598399592,113224000,0.0336128454331763,144.10719833374023,154.1628012084961
2022-10-14,135.9704132080078,142.00349764686453,135.78371925254498,141.79714775053986,88598000,-0.0322398927172307,143.50192489624024,153.62827392578126
2022-10-17,139.9302215576172,140.41167960335844,137.82748592791265,138.61355854500806,85250900,0.0291225734789204,142.9089340209961,153.1774624633789
2022-10-18,141.24691772460938,144.14554712451348,138.1615943476007,142.95662494362372,99136600,0.0094096625613504,142.26288375854492,152.7624185180664
2022-10-19,141.35499572753906,142.42601218125702,139.03608932702545,139.22278329462767,61758300,0.0007651707001523,141.77846984863282,152.34855255126953
2022-10-20,140.89315795898438,143.34962560942563,140.16603813694184,140.52960554450746,64522000,-0.003267219288414,141.31911087036133,151.84055541992188
2022-10-21,144.70559692382812,145.27549920361895,140.1660346242772,140.38220497154572,86548600,0.0270590780991195,141.16386184692382,151.423544921875
2022-10-24,146.84762573242188,147.6140424012265,143.45770354454174,144.62698448602487,75981900,0.0148026673060981,141.09900970458983,150.97843322753906
2022-10-25,149.68731689453125,149.83471395703802,146.75921150175503,147.476495894735,74732300,0.0193376716031059,141.12750625610352,150.5686947631836
2022-10-26,146.74937438964844,149.34340346890698,145.4621728259598,148.33134005875115,88194300,-0.0196271973192816,141.10343322753906,150.10334197998046
2022-10-27,142.27857971191406,146.45457384887203,141.6202483177286,145.49164292829627,109180200,-0.0304655109865309,141.21741409301757,149.51870178222657
2022-10-28,153.02809143066406,154.75743900232175,145.24600486857483,145.6193777007102,164762400,0.0755525655408961,142.07914123535156,149.15691284179687
2022-10-31,150.66993713378906,151.55427472400314,149.27466492852804,150.4930786116019,97943200,-0.0154099438529785,142.61416091918946,148.7996453857422
2022-11-01,148.02671813964844,152.74313850206963,146.53319676946654,152.37958612806426,80379300,-0.0175431080972281,142.83769760131835,148.46713745117188
2022-11-02,142.5045928955078,149.5202635488904,142.47511648464766,146.35633217647393,93604600,-0.0373049224730568,142.77038955688477,148.03086853027344
